,id,Message,length,country,Date
94,10214,s shop ?,8,SG,2003/4
95,10215,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",65,SG,2003/4
96,10216,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",70,SG,2003/4
97,10217,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,108,SG,2003/4
98,10218,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,69,SG,2003/4
99,10219,Hey... What time is your driving on fri? We go for evaluation on fri?,69,SG,2003/4
100,10220,m going to be late leh.,23,SG,2003/4
101,10221,Hey are we going for the lo lesson or gym?,42,SG,2003/4
102,10222,Okay... We wait ah,18,SG,2003/4
103,10223,Hey come online! Use msn... We are all there,44,SG,2003/4
104,10224,Oh yah... We never cancel leh... Haha,37,SG,2003/4
105,10225,K. Did you call me just now ah?,31,SG,2003/4
106,10226,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,110,SG,2003/4
107,10227,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,121,SG,2003/4
108,10228,You want to go?,15,SG,2003/4
109,10229,Kay... Since we are out already,31,SG,2003/4
110,10230,Haha okay... Today weekend leh...,33,SG,2003/4
111,10231,Haha... They cant what... At the most tmr forfeit... haha so how?,65,SG,2003/4
112,10232,Hey... Why dont we just go watch x men and have lunch... Haha,61,SG,2003/4
113,10233,Haha... Really oh no... How? Then will they deduct your lesson tmr?,67,SG,2003/4
114,10234,m only reaching tp mrt,22,SG,2003/4
115,10235,m goin to be late,17,SG,2003/4
116,10236,Ya! when are ü taking ure practical lessons? I start in june..,62,SG,2003/4
117,10237,Hey... Very inconvenient for your sis a not huh?,48,SG,2003/4
118,10238,m at amk. Need to drink tea or coffee,37,SG,2003/4
119,10239,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,87,SG,2003/4
120,10240,s on 21 may. Coz thought wanna go out with jiayin. But she isnt free,68,SG,2003/4
121,10241,Haha... dont be angry with yourself... Take it as a practice for the real thing. =),83,SG,2003/4
122,10242,Haha... Hope ü can hear the receipt sound... Gd luck!,53,SG,2003/4
123,10243,Huh? 6 also cannot? Then only how many mistakes?,48,SG,2003/4
124,10244,Nope... Think i will go for it on monday... Sorry i replied so late,67,SG,2003/4
125,10245,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,70,SG,2003/4
126,10246,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,96,SG,2003/4
127,10247,Hey gals.. Anyone of u going down to e driving centre tmr?,58,SG,2003/4
128,10248,Ok no prob,10,SG,2003/4
129,10249,Nope i waiting in sch 4 daddy...,32,SG,2003/4
130,10250,Dunno lei he neva say...,24,SG,2003/4
131,10251,Ü called dad oredi...,21,SG,2003/4
132,10252,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...,81,SG,2003/4
133,10253,Dad went out oredi...,21,SG,2003/4
134,10254,Ü still attending da talks?,27,SG,2003/4
135,10255,Then she buying today? Ü no need to c meh...,44,SG,2003/4
136,10256,m free...,9,SG,2003/4
137,10257,Nope... C ü then...,19,SG,2003/4
138,10258,Is fujitsu s series lifebook good?,34,SG,2003/4
139,10259,Is toshiba portege m100 gd?,27,SG,2003/4
140,10260,Yun buying... But school got offer 2000 plus only...,52,SG,2003/4
141,10261,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",65,SG,2003/4
142,10262,Okie... Thanx...,16,SG,2003/4
143,10263,How come i din c ü... Yup i cut my hair...,42,SG,2003/4
144,10264,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,80,SG,2003/4
145,10265,s naughty... Ü so free today? Can go jogging...,47,SG,2003/4
146,10266,Ok... C ya...,13,SG,2003/4
147,10267,m not drivin... I neva develop da photos lei...,47,SG,2003/4
148,10268,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,82,SG,2003/4
149,10269,645,3,SG,2003/4
150,10270,Ü dun need to pick ur gf?,25,SG,2003/4
151,10271,Okie...,7,SG,2003/4
152,10272,m at home n ready...,20,SG,2003/4
153,10273,Ok...,5,SG,2003/4
154,10274,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,62,SG,2003/4
155,10275,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...,83,SG,2003/4
156,10276,Dun need to use dial up juz open da browser n surf...,53,SG,2003/4
157,10277,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,82,SG,2003/4
158,10278,Can a not?,10,SG,2003/4
159,10279,Juz go google n search 4 qet...,31,SG,2003/4
160,10280,s hostel?,9,SG,2003/4
162,10282,Huh means computational science... Y they like dat one push here n there...,75,SG,2003/4
163,10283,I not at home now lei...,24,SG,2003/4
164,10284,Eatin my lunch...,17,SG,2003/4
165,10285,Ü takin linear algebra today?,29,SG,2003/4
166,10286,Ü bot notes oredi... Cos i juz rem i got...,43,SG,2003/4
167,10287,Wah lucky man... Then can save money... Hee...,46,SG,2003/4
168,10288,Y so late but i need to go n get da laptop...,45,SG,2003/4
169,10289,Where to get those?,19,SG,2003/4
170,10290,Then cant get da laptop? My matric card wif ü lei...,52,SG,2003/4
171,10291,I dunno they close oredi not... Ü v ma fan...,45,SG,2003/4
172,10292,Hi dis is yijue i would be happy to work wif ü all for gek1510...,65,SG,2003/4
173,10293,Ü comin to fetch us oredi...,28,SG,2003/4
174,10294,Got smaller capacity one? Quite ex...,37,SG,2003/4
175,10295,Ok thanx...,11,SG,2003/4
176,10296,Wat ü doing now?,16,SG,2003/4
177,10297,Got meh... When?,16,SG,2003/4
178,10298,m not at home in da aft wat...,30,SG,2003/4
179,10299,Mum ask ü to buy food home...,29,SG,2003/4
180,10300,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,87,SG,2003/4
181,10301,s my group mate... Lucky i havent reply... Wat time do ü need to leave...,73,SG,2003/4
182,10302,m askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...,71,SG,2003/4
183,10303,Yup...,6,SG,2003/4
184,10304,m stuck in da middle of da row on da right hand side of da lt...,64,SG,2003/4
185,10305,Black shirt n blue jeans... I thk i c ü...,42,SG,2003/4
186,10306,Not directly behind... Abt 4 rows behind ü...,45,SG,2003/4
187,10307,Ü go home liao? Ask dad to pick me up at 6...,45,SG,2003/4
188,10308,m done oredi...,15,SG,2003/4
189,10309,I wait 4 ü inside da car park...,32,SG,2003/4
190,10310,Yup... How ü noe leh...,23,SG,2003/4
191,10311,Oic... I saw him too but i tot he din c me... I found a group liao...,69,SG,2003/4
192,10312,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,114,SG,2003/4
193,10313,How i noe... Did ü specify da domain as nusstu... Ü still in sch...,67,SG,2003/4
194,10314,When ü login dat time... Dad fetching ü home now?,49,SG,2003/4
195,10315,I come n pick ü up... Come out immediately aft ur lesson...,59,SG,2003/4
196,10316,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,88,SG,2003/4
197,10317,Ü ready then call me...,23,SG,2003/4
198,10318,Ü still got lessons? Ü in sch?,31,SG,2003/4
199,10319,Shall i get my pouch?,21,SG,2003/4
200,10320,m on da bus going home...,25,SG,2003/4
201,10321,m walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?,104,SG,2003/4
202,10322,ll take forever to come back...,31,SG,2003/4
203,10323,R ü comin back for dinner?,26,SG,2003/4
204,10324,Eat at old airport road... But now 630 oredi... Got a lot of pple...,68,SG,2003/4
205,10325,Y bishan lei... I tot ü say lavender?,37,SG,2003/4
206,10326,Free any day but i finish at 6 on mon n thurs...,48,SG,2003/4
207,10327,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",76,SG,2003/4
208,10328,But we havent got da topic yet rite?,36,SG,2003/4
209,10329,So can collect ur laptop?,25,SG,2003/4
210,10330,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,111,SG,2003/4
211,10331,Eat done oso aft ur lect wat... Ü got lect at 12 rite...,60,SG,2003/4
212,10332,So ü pay first lar... Then when is da stock comin...,52,SG,2003/4
213,10333,s ur pin?,9,SG,2003/4
214,10334,Ü collecting ur laptop then going to configure da settings izzit?,65,SG,2003/4
215,10335,Cos daddy arranging time c wat time fetch ü mah...,50,SG,2003/4
216,10336,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant now oso...,92,SG,2003/4
217,10337,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...,78,SG,2003/4
218,10338,m wearing shorts...,19,SG,2003/4
219,10339,Huh y lei...,12,SG,2003/4
220,10340,m eatin wif my frens now lei... Ü going home first?,51,SG,2003/4
221,10341,Havent still waitin as usual... Ü come back sch oredi?,54,SG,2003/4
222,10342,No break time one... How... I come out n get my stuff fr ü?,59,SG,2003/4
223,10343,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,105,SG,2003/4
224,10344,I dunno lei... Like dun haf...,30,SG,2003/4
225,10345,s present ar.,13,SG,2003/4
226,10346,Havent shopping now lor i juz arrive only,41,SG,2003/4
227,10347,Beauty sleep can help ur pimples too.,37,SG,2003/4
228,10348,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,71,SG,2003/4
229,10349,s repent how?,13,SG,2003/4
230,10350,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,85,SG,2003/4
231,10351,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,73,SG,2003/4
232,10352,Y ü wan to go there? C doctor?,30,SG,2003/4
233,10353,m wif him now buying tix lar...,31,SG,2003/4
234,10354,How much r ü willing to pay?,28,SG,2003/4
235,10355,m selling it for $50...,23,SG,2003/4
236,10356,s at home...,12,SG,2003/4
237,10357,Ok... Thanx... Gd nite 2 ü too...,33,SG,2003/4
238,10358,Wat uniform? In where get?,26,SG,2003/4
239,10359,ve finished c ü there...,24,SG,2003/4
240,10360,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,77,SG,2003/4
241,10361,re done...,10,SG,2003/4
242,10362,Anything lar...,15,SG,2003/4
243,10363,Go where n buy? Juz buy when we get there lar.,46,SG,2003/4
244,10364,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,79,SG,2003/4
245,10365,Do u noe how 2 send files between 2 computers?,46,SG,2003/4
246,10366,I gotta collect da car at 6 lei.,32,SG,2003/4
247,10367,2 laptop... I noe infra but too slow lar... I wan fast one,58,SG,2003/4
248,10368,Dunno da next show aft 6 is 850. Toa payoh got 650.,51,SG,2003/4
249,10369,Tmr timin still da same wat cos i got lesson until 6...,55,SG,2003/4
250,10370,Wat time ü wan today?,21,SG,2003/4
251,10371,Aiya we discuss later lar... Pick ü up at 4 is it?,50,SG,2003/4
252,10372,m in a movie... Collect car oredi...,36,SG,2003/4
253,10373,I anything lor...,17,SG,2003/4
254,10374,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,71,SG,2003/4
255,10375,Ok lor wat time ü finish?,25,SG,2003/4
256,10376,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,103,SG,2003/4
257,10377,Ü v ma fan...,13,SG,2003/4
258,10378,Ü come lt 25 n pass to me lar,29,SG,2003/4
259,10379,Y lei?,6,SG,2003/4
260,10380,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,86,SG,2003/4
261,10381,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.,96,SG,2003/4
262,10382,Auntie huai juan never pick up her phone,40,SG,2003/4
263,10383,I not free today i haf 2 pick my parents up tonite...,53,SG,2003/4
264,10384,Ok..,4,SG,2003/4
265,10385,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,80,SG,2003/4
266,10386,How come?,9,SG,2003/4
267,10387,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,62,SG,2003/4
268,10388,Oh ok wait 4 me there... My lect havent finish,46,SG,2003/4
269,10389,m done...,9,SG,2003/4
270,10390,In da car park,14,SG,2003/4
271,10391,s sdryb8i,9,SG,2003/4
272,10392,Ü thk of wat to eat tonight.,28,SG,2003/4
273,10393,Aiyo please ü got time meh.,27,SG,2003/4
275,10395,Ok.,3,SG,2003/4
276,10396,Anything lor. Juz both of us lor.,33,SG,2003/4
277,10397,Ok c ü then.,12,SG,2003/4
278,10398,ll be late...,13,SG,2003/4
279,10399,Kent vale lor... Ü wait 4 me there ar?,38,SG,2003/4
280,10400,Ard 530 lor. I ok then message ü lor.,37,SG,2003/4
281,10401,m done. C ü there.,18,SG,2003/4
282,10402,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,49,SG,2003/4
283,10403,Dunno lei shd b driving lor cos i go sch 1 hr oni.,50,SG,2003/4
284,10404,Ü wait 4 me in sch i finish ard 5..,35,SG,2003/4
285,10405,Ok can...,9,SG,2003/4
286,10406,Ü dun wan to watch infernal affair?,35,SG,2003/4
287,10407,Cos darren say ü considering mah so i ask ü...,46,SG,2003/4
288,10408,s confirmed... I tot they juz say oni... Ok then...,51,SG,2003/4
289,10409,Me n him so funny...,20,SG,2003/4
290,10410,Anything lor is she coming?,27,SG,2003/4
291,10411,m in town now lei.,18,SG,2003/4
292,10412,With my sis lor... We juz watched italian job.,46,SG,2003/4
293,10413,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,84,SG,2003/4
294,10414,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,71,SG,2003/4
295,10415,s ok.,5,SG,2003/4
296,10416,Can ü all decide faster cos my sis going home liao..,52,SG,2003/4
297,10417,Yup ü not comin :-(,19,SG,2003/4
298,10418,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,148,SG,2003/4
299,10419,I jokin oni lar.. Ü busy then i wun disturb ü.,46,SG,2003/4
300,10420,Ok lor...,9,SG,2003/4
301,10421,m in a movie. Call me 4 wat?,28,SG,2003/4
302,10422,s meeting?,10,SG,2003/4
303,10423,Do ü noe if ben is going?,25,SG,2003/4
304,10424,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,79,SG,2003/4
305,10425,s ok..,6,SG,2003/4
306,10426,s da decision?,14,SG,2003/4
307,10427,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,104,SG,2003/4
308,10428,Ok i juz receive..,18,SG,2003/4
309,10429,I borrow ur bag ok.,19,SG,2003/4
310,10430,Can. Dunno wat to get 4 her...,30,SG,2003/4
311,10431,Ok. But i finish at 6.,22,SG,2003/4
312,10432,ll b going out shopping 4 my frens present.,43,SG,2003/4
313,10433,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,68,SG,2003/4
314,10434,ll finish buying?,17,SG,2003/4
315,10435,Ok... But bag again..,21,SG,2003/4
316,10436,s yijue@hotmail.com,19,SG,2003/4
317,10437,ll be in da lab doing some stuff give me a call when ü r done.,62,SG,2003/4
318,10438,Anything lar then ü not going home 4 dinner?,44,SG,2003/4
319,10439,When can ü come out?,20,SG,2003/4
320,10440,I havent lei.. Next mon can?,28,SG,2003/4
321,10441,"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut?",98,SG,2003/4
322,10442,s da one ü cut ur hair.,23,SG,2003/4
323,10443,s at paragon... I havent decided whether 2 cut yet... Hee...,60,SG,2003/4
324,10444,Ok lor but not too early. Me still having project meeting now.,62,SG,2003/4
325,10445,Ard 6 like dat lor.,19,SG,2003/4
326,10446,I not busy juz dun wan 2 go so early.. Hee..,44,SG,2003/4
327,10447,m not driving today.,20,SG,2003/4
328,10448,Doing project w frens lor.,26,SG,2003/4
329,10449,m not coming home 4 dinner.,27,SG,2003/4
330,10450,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,76,SG,2003/4
331,10451,Ok lor ü reaching then message me.,34,SG,2003/4
332,10452,Happy birthday... May all ur dreams come true...,48,SG,2003/4
333,10453,s a card on da present lei... How? Ü all want 2 write smth or sign on it?,73,SG,2003/4
334,10454,Ü give me some time to walk there.,34,SG,2003/4
335,10455,Ü all write or wat..,20,SG,2003/4
336,10456,Then ü come n pick me at 530 ar?,32,SG,2003/4
337,10457,Thanx 4 sending me home...,26,SG,2003/4
338,10458,Is ur lecture over?,19,SG,2003/4
339,10459,Sorry me going home first... Daddy come fetch ü later...,56,SG,2003/4
340,10460,Okie.. Thanx..,14,SG,2003/4
341,10461,Will ü b going to esplanade fr home?,36,SG,2003/4
342,10462,We confirm eating at esplanade?,31,SG,2003/4
343,10463,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,68,SG,2003/4
344,10464,Ü got wat to buy tell us then ü no need to come in again.,57,SG,2003/4
345,10465,s da model num of ur phone?,27,SG,2003/4
346,10466,Hmm thinking lor...,19,SG,2003/4
347,10467,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,96,SG,2003/4
348,10468,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,63,SG,2003/4
349,10469,Jokin only lar... :-) depends on which phone my father can get lor...,69,SG,2003/4
350,10470,No need to buy lunch for me.. I eat maggi mee..,47,SG,2003/4
351,10471,I know she called me,20,SG,2003/4
352,10472,s da rest of da project going?,30,SG,2003/4
353,10473,m doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,149,SG,2003/4
354,10474,Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?,72,SG,2003/4
355,10475,s y we haf to combine n c how lor...,36,SG,2003/4
356,10476,ll b doing da contents pg n cover pg..,38,SG,2003/4
357,10477,m going out 4 dinner soon..,27,SG,2003/4
358,10478,s ur email?,11,SG,2003/4
359,10479,ve sent ü my part..,19,SG,2003/4
360,10480,I emailed yifeng my part oredi.. Can ü get it fr him..,54,SG,2003/4
361,10481,No need to ke qi... Ü too bored izzit y suddenly thk of this...,63,SG,2003/4
362,10482,TaKe CaRE n gET WeLL sOOn,25,SG,2003/4
363,10483,Ü no home work to do meh...,27,SG,2003/4
364,10484,Huh so late... Fr dinner?,25,SG,2003/4
365,10485,m elaborating on the safety aspects and some other issues..,59,SG,2003/4
366,10486,Oic... Then better quickly go bathe n settle down...,52,SG,2003/4
367,10487,m hungry buy smth home...,25,SG,2003/4
368,10488,But i juz remembered i gotta bathe my dog today..,49,SG,2003/4
369,10489,Ok lor thanx... Ü in school?,28,SG,2003/4
370,10490,Ok thanx... Take care then...,29,SG,2003/4
371,10491,Oops i thk i dun haf enuff... I go check then tell ü..,54,SG,2003/4
372,10492,Ü only send me the contents page...,35,SG,2003/4
373,10493,Wat time ü finish?,18,SG,2003/4
374,10494,But i haf enuff space got like 4 mb...,38,SG,2003/4
375,10495,Where r e meeting tmr?,22,SG,2003/4
376,10496,Oh ok no prob..,15,SG,2003/4
377,10497,Huh i cant thk of more oredi how many pages do we have?,55,SG,2003/4
378,10498,Can ü send me a copy of da report?,34,SG,2003/4
